load_date,load_lat,load_lng,unload_lat,unload_lng
3/3/2014,44.7705200000,-0.6562900000,44.9268000000,2.4472000000
3/3/2014,44.6078000000,-0.3138000000,49.4316000000,0.3690000000
3/3/2014,46.8892000000,1.7160000000,44.8215000000,-0.3121000000
3/3/2014,46.8892000000,1.7160000000,48.7092300000,2.3012900000
3/3/2014,45.8287800000,1.2620100000,49.4316000000,0.3690000000
3/4/2014,45.7476800000,-0.5998900000,52.8527800000,5.0225600000
3/4/2014,45.7476800000,-0.5998900000,52.3373400000,6.6987600000
3/4/2014,45.7476800000,-0.5998900000,52.3373400000,6.6987600000
3/3/2014,45.7833000000,-0.6333000000,52.3567000000,6.6625000000
3/3/2014,45.7476800000,-0.5998900000,52.8527800000,5.0225600000
3/3/2014,45.7476800000,-0.5998900000,52.8527800000,5.0225600000
3/3/2014,45.7833000000,-0.6333000000,52.3567000000,6.6625000000
3/4/2014,45.7833000000,-0.6333000000,52.8508000000,5.0264000000
3/4/2014,47.2785000000,1.6694000000,50.2403000000,11.3215000000
3/3/2014,47.0667000000,-0.8833000000,50.0450000000,8.2453000000
3/3/2014,47.2620700000,-0.0867600000,48.8897300000,2.0102800000
3/3/2014,47.2620700000,-0.0867600000,49.4281400000,2.0450700000
3/4/2014,47.5790000000,-0.5523000000,49.3000000000,10.9833000000
3/3/2014,50.7698600000,8.3756200000,48.2025400000,16.3688000000
3/3/2014,50.5585600000,9.6992900000,48.9933100000,3.3784900000
3/3/2014,49.6845500000,8.4029200000,49.3502700000,2.7191000000
3/3/2014,43.1578300000,1.6008000000,46.7338800000,4.7900200000
3/3/2014,43.1578300000,1.6008000000,48.7790300000,9.1806800000
3/3/2014,43.1938300000,2.3462900000,45.3989500000,-0.3784000000
3/3/2014,43.3242200000,1.9397400000,43.5782300000,7.1232500000
3/3/2014,43.2707700000,2.5224300000,54.7994200000,8.7069000000
3/3/2014,44.2535000000,2.6234400000,52.5951200000,13.3535100000
3/3/2014,43.5571900000,1.4960100000,47.2718400000,-1.5918700000
3/3/2014,43.5648200000,1.3840200000,42.3874400000,13.4717300000
3/3/2014,43.1007800000,0.7440300000,43.7859200000,7.5369000000
3/3/2014,43.3169100000,-0.3117900000,47.7375500000,10.7760400000
3/3/2014,43.2346000000,0.0742900000,43.7859200000,7.5369000000
3/3/2014,43.9261000000,2.1441000000,43.9397200000,4.8487900000
3/3/2014,43.5972100000,2.2286000000,48.4778300000,7.9443200000
3/3/2014,43.9261000000,2.1441000000,43.9397200000,4.8487900000
3/3/2014,43.3094000000,-0.3949000000,43.5939900000,1.3223600000
3/3/2014,47.2620700000,-0.0867600000,52.1986900000,9.1556600000
3/3/2014,50.5585600000,9.6992900000,49.8690000000,4.1296300000
3/3/2014,50.9227800000,4.4577200000,52.4126400000,9.6481200000
3/3/2014,51.3151900000,4.3405000000,51.9486400000,8.5086800000
3/3/2014,51.3151900000,4.3405000000,52.0275700000,8.7778400000
3/3/2014,51.1695600000,3.8277000000,50.6877600000,8.1479400000
3/3/2014,51.2167000000,4.2000000000,52.1243000000,11.6322000000
3/3/2014,47.1366200000,1.1035600000,52.0296600000,5.5212000000
3/3/2014,47.2620700000,-0.0867600000,52.1986900000,9.1556600000
3/3/2014,49.8715700000,7.6067600000,47.1977000000,14.7668800000
3/3/2014,50.5585600000,9.6992900000,49.3549400000,3.4143900000
3/3/2014,50.7369000000,8.2873000000,48.2077000000,16.3705000000
3/3/2014,50.5518000000,9.6833000000,49.3770000000,3.2777000000
3/3/2014,43.3242200000,1.9397400000,52.4065900000,9.8982000000
3/3/2014,50.4289300000,9.2633600000,49.3549400000,3.4143900000
3/3/2014,43.3242200000,1.9397400000,48.1266600000,12.0848500000
3/3/2014,50.1127500000,8.6521000000,47.9651300000,13.8692900000
3/3/2014,50.3636000000,7.4945200000,43.5047500000,5.4347300000
3/3/2014,49.8489400000,8.9356600000,47.8126000000,13.0225400000
3/3/2014,50.5585600000,9.6992900000,47.9302300000,1.9390400000
3/3/2014,50.6585100000,7.8080400000,47.2268700000,9.6050700000
3/3/2014,50.4289300000,9.2633600000,47.9302300000,1.9390400000
3/3/2014,50.5585600000,9.6992900000,49.2260700000,4.0663900000
3/3/2014,50.4289300000,9.2633600000,49.2260700000,4.0663900000
3/3/2014,49.2026400000,7.6051000000,47.5108100000,9.8672700000
3/3/2014,47.1366200000,1.1035600000,51.9761400000,5.3223400000
3/3/2014,47.4973800000,-0.5591200000,49.7919500000,10.0019200000
3/3/2014,47.2620700000,-0.0867600000,52.1986900000,9.1556600000
3/3/2014,47.4973800000,-0.5591200000,50.9463200000,7.0584100000
3/3/2014,46.7685800000,-1.2439400000,48.8412400000,1.3984600000
3/3/2014,50.5585600000,9.6992900000,48.9415400000,3.1369300000
3/3/2014,50.3868500000,8.0668000000,43.3609000000,6.3863000000
3/3/2014,51.2607400000,4.4215800000,53.9160600000,10.7170800000
3/3/2014,51.7586000000,4.1583200000,50.8824000000,12.1296600000
3/3/2014,51.7586000000,4.1583200000,54.1839300000,12.1272100000
3/3/2014,47.2620700000,-0.0867600000,52.1986900000,9.1556600000
3/3/2014,47.2620700000,-0.0867600000,52.1986900000,9.1556600000
3/3/2014,49.1532900000,16.6300100000,51.0235400000,13.6756300000
3/3/2014,49.2102134000,15.8846250000,51.0281000000,13.6943000000
3/3/2014,49.2167000000,15.8667000000,51.0281000000,13.6943000000
3/3/2014,50.6412000000,9.4023000000,47.2627000000,11.3945000000
3/3/2014,50.3567000000,7.5932000000,49.2403000000,-0.7514000000
3/3/2014,50.3567000000,7.5932000000,45.4167000000,11.8833000000
3/3/2014,49.6326000000,8.3619000000,47.0809000000,5.4550000000
3/3/2014,49.6326000000,8.3619000000,46.9672000000,4.9716000000
3/3/2014,49.4934000000,8.4653000000,45.5500000000,10.2500000000
3/3/2014,50.7342700000,8.9821900000,50.7013700000,2.7636700000
3/4/2014,47.9651300000,13.8692900000,45.4983600000,9.0742200000
3/4/2014,48.0333000000,13.6667000000,44.4938000000,11.3387000000
3/5/2014,47.9009000000,13.7642000000,45.7796000000,8.8230000000
3/5/2014,47.9009000000,13.7642000000,45.7796000000,8.8230000000
3/5/2014,47.7833000000,13.7333000000,45.7796000000,8.8230000000
3/3/2014,47.9594000000,13.0092000000,45.5165000000,9.0649000000
3/3/2014,47.9594000000,13.0092000000,43.6080000000,13.3689000000
3/3/2014,47.9594000000,13.0092000000,43.6080000000,13.3689000000
3/3/2014,47.4268000000,12.8480000000,46.0330000000,13.2964000000
3/3/2014,47.5833000000,12.1667000000,45.3995000000,8.7209000000
3/4/2014,47.8550000000,12.1232000000,46.2100000000,11.0978000000
3/5/2014,47.8550000000,12.1232000000,46.2100000000,11.0978000000
3/3/2014,47.8550000000,12.1232000000,46.2100000000,11.0978000000
3/3/2014,47.6667000000,12.1667000000,45.3995000000,8.7209000000
3/3/2014,47.8387000000,12.9743000000,45.4612000000,9.1878000000
3/3/2014,47.8387000000,12.9743000000,45.5165000000,9.0649000000
3/3/2014,47.8387000000,12.9743000000,43.6080000000,13.3689000000
3/3/2014,47.7242000000,12.8790000000,43.6080000000,13.3689000000
3/3/2014,52.3736000000,9.7371000000,50.4143000000,12.1713000000
3/3/2014,52.3736000000,9.7371000000,50.6477000000,11.9754000000
3/3/2014,52.3110000000,9.6051000000,51.5500000000,11.9667000000
3/3/2014,52.3335000000,9.9421000000,54.0865000000,12.1544000000
3/3/2014,52.3335000000,9.9421000000,50.4143000000,12.1713000000
3/3/2014,52.3335000000,9.9421000000,50.6477000000,11.9754000000
3/3/2014,52.4922000000,8.8939000000,53.1667000000,11.9167000000
3/3/2014,52.4922000000,8.8939000000,53.4284000000,11.8430000000
3/3/2014,52.4922000000,8.8939000000,53.1667000000,11.9167000000
3/3/2014,52.2946000000,8.8976000000,53.1667000000,11.2833000000
3/3/2014,52.2946000000,8.8976000000,53.1667000000,11.2833000000
3/3/2014,51.7136000000,8.7554000000,51.7167000000,11.7833000000
3/3/2014,51.8333000000,8.3167000000,53.2167000000,14.0000000000
3/3/2014,52.1028000000,8.2980000000,53.4833000000,11.3333000000
3/3/2014,51.3166000000,9.4912000000,50.8782000000,12.0824000000
3/3/2014,51.2125000000,9.4208000000,50.4942000000,12.1353000000
3/3/2014,51.4167000000,9.6833000000,50.8224000000,12.5305000000
3/3/2014,51.0333000000,9.6667000000,51.1833000000,13.8333000000
3/3/2014,51.9597000000,7.6314000000,54.0865000000,12.1544000000
3/3/2014,51.8559000000,7.7884000000,52.5320000000,13.3922000000
3/3/2014,52.2672000000,7.4443000000,53.6382000000,11.3766000000
3/3/2014,52.2738000000,8.0521000000,52.8500000000,12.7333000000
3/3/2014,52.2491000000,8.0367000000,52.5667000000,13.6167000000
3/3/2014,52.2983000000,8.0131000000,54.0865000000,12.1544000000
3/3/2014,52.1977000000,8.3389000000,50.8500000000,12.1982000000
3/3/2014,52.5167000000,8.2000000000,52.5000000000,13.7333000000
3/3/2014,52.2601000000,7.7135000000,53.6382000000,11.3766000000
3/3/2014,50.8625000000,8.0338000000,53.5537000000,13.2969000000
3/3/2014,51.3021000000,7.3425000000,51.3667000000,12.3833000000
3/3/2014,51.2128000000,7.8715000000,50.8351000000,12.9222000000
3/3/2014,51.6910000000,7.8704000000,50.9694000000,13.8779000000
3/3/2014,51.8204000000,8.1640000000,52.9833000000,13.8333000000
3/3/2014,51.3329000000,8.0076000000,53.5476000000,13.2555000000
3/3/2014,51.4263000000,7.9913000000,50.9300000000,12.7140000000
3/3/2014,51.4263000000,7.9913000000,50.9300000000,12.7140000000
3/3/2014,44.9258400000,7.6729300000,44.9498900000,4.9589700000
3/3/2014,44.9258400000,7.6729300000,44.9498900000,4.9589700000
3/3/2014,45.0677300000,7.6820800000,44.8184700000,-0.6027000000
3/3/2014,44.9004800000,8.1112800000,45.7689500000,4.8302900000
3/3/2014,44.9282000000,8.6233000000,43.9483000000,4.8089000000
3/3/2014,44.9477000000,9.4063000000,43.3983000000,5.3660000000
3/3/2014,51.2184900000,4.3267300000,50.4358100000,8.6714300000
3/3/2014,51.9227900000,4.4967700000,52.4065900000,9.8982000000
3/3/2014,51.9227900000,4.4967700000,50.9995400000,13.6807100000
3/3/2014,51.9227900000,4.4967700000,50.0826300000,18.0028200000
3/3/2014,51.9227900000,4.4967700000,52.4065900000,9.8982000000
3/3/2014,51.9227900000,4.4967700000,52.4065900000,9.8982000000
3/3/2014,51.9227900000,4.4967700000,52.1986900000,9.1556600000
3/3/2014,51.9227900000,4.4967700000,52.1986900000,9.1556600000
3/3/2014,51.9227900000,4.4967700000,52.1986900000,9.1556600000
3/3/2014,51.9227900000,4.4967700000,52.1986900000,9.1556600000
3/3/2014,51.9227900000,4.4967700000,52.4065900000,9.8982000000
3/3/2014,51.9227900000,4.4967700000,52.1510300000,9.9370700000
3/3/2014,51.9227900000,4.4967700000,52.4065900000,9.8982000000
3/3/2014,51.9255600000,4.3677600000,54.0260800000,10.3115700000
3/3/2014,51.8492300000,4.3204300000,52.2926500000,13.5213500000
3/3/2014,51.8492300000,4.3204300000,52.2926500000,13.5213500000
3/3/2014,43.1938300000,2.3462900000,53.5504600000,10.0024600000
3/3/2014,52.3515800000,9.5832900000,51.5658500000,12.0575000000
3/3/2014,51.7627400000,8.6052000000,53.4193300000,12.4315900000
3/3/2014,47.0437300000,0.0752200000,52.1986900000,9.1556600000
3/3/2014,51.4000000000,4.7667000000,53.0889000000,8.7906000000
3/3/2014,50.6470000000,3.0679800000,53.5504600000,10.0024600000
3/3/2014,50.3457500000,3.5166200000,53.5741000000,10.0791100000
3/3/2014,50.3500000000,3.5333000000,53.4306000000,10.2678000000
3/3/2014,51.9227900000,4.4967700000,52.1986900000,9.1556600000
3/3/2014,51.4667000000,4.3833000000,54.0167000000,10.3667000000
3/3/2014,47.1366200000,1.1035600000,51.9761400000,5.3223400000
3/3/2014,51.3674000000,12.3909000000,48.1776000000,11.5169000000
3/3/2014,51.4035000000,12.3418000000,49.0833000000,9.1931000000
3/3/2014,51.3667000000,12.3833000000,54.3061000000,10.1448000000
3/3/2014,51.3667000000,12.3833000000,54.5142000000,9.5524000000
3/3/2014,51.3937000000,12.1897000000,47.9942000000,7.8470000000
3/3/2014,51.5000000000,12.6000000000,48.6840000000,11.6117000000
3/3/2014,51.4830000000,11.9720000000,47.9942000000,7.8470000000
3/3/2014,51.4753000000,11.9973000000,53.2329000000,10.4078000000
3/3/2014,51.5275000000,12.1014000000,48.0167000000,7.6833000000
3/3/2014,51.3000000000,12.0333000000,48.6833000000,9.2833000000
3/3/2014,51.0667000000,11.9000000000,49.1495000000,9.2983000000
3/3/2014,52.5833000000,12.7333000000,54.7862000000,9.4306000000
3/3/2014,51.1847000000,10.0423000000,48.9076000000,9.1776000000
3/3/2014,51.6248000000,10.4596000000,53.0112000000,9.0330000000
3/3/2014,51.8000000000,10.0333000000,53.3833000000,8.3833000000
3/3/2014,51.9066000000,10.4846000000,52.7667000000,9.5500000000
3/3/2014,51.9066000000,10.4846000000,52.7667000000,9.5500000000
3/3/2014,51.9066000000,10.4846000000,52.7667000000,9.5500000000
3/3/2014,51.9073000000,10.1661000000,47.6000000000,8.1333000000
3/3/2014,52.2333000000,11.6833000000,49.7228000000,9.2147000000
3/3/2014,51.9167000000,11.6000000000,49.4558000000,9.4731000000
3/3/2014,50.8333000000,10.4333000000,50.1316000000,8.9208000000
3/3/2014,50.9940000000,11.0276000000,50.1316000000,8.9208000000
3/3/2014,50.9940000000,11.0276000000,50.1316000000,8.9208000000
3/3/2014,50.9744000000,10.3341000000,50.1316000000,8.9208000000
3/3/2014,50.9833000000,10.1667000000,48.7667000000,11.4147000000
3/3/2014,50.9667000000,10.0667000000,48.7667000000,11.4147000000
3/3/2014,50.9288000000,10.5841000000,50.1316000000,8.9208000000
3/3/2014,51.1333000000,10.4833000000,47.9998000000,11.1777000000
3/3/2014,51.2333000000,10.6833000000,48.7667000000,11.4147000000
3/3/2014,51.4500000000,10.5500000000,48.5887000000,10.2058000000
3/3/2014,50.9398000000,10.7194000000,47.9594000000,8.4989000000
3/3/2014,51.2333000000,10.6833000000,48.6218000000,10.1757000000
3/3/2014,47.3636800000,0.7006300000,43.3779000000,1.4457400000
3/3/2014,51.4755100000,11.5525800000,52.6672300000,8.2586600000
3/3/2014,51.9260400000,10.4563400000,52.7996900000,9.4113800000
3/3/2014,44.1938500000,0.6224400000,51.5653900000,9.9198600000
3/3/2014,51.9227900000,4.4967700000,50.0826300000,18.0028200000
3/3/2014,51.9255600000,4.3677600000,54.0260800000,10.3115700000
3/3/2014,47.0437300000,0.0752200000,52.1986900000,9.1556600000
3/3/2014,45.8197800000,1.2854200000,48.7790300000,9.1806800000
3/3/2014,51.4213800000,12.3808700000,51.4811700000,6.8969100000
3/3/2014,51.9260400000,10.4563400000,52.7694400000,9.6189800000
3/3/2014,43.1938300000,2.3462900000,45.3989500000,-0.3784000000
3/3/2014,43.5571900000,1.4960100000,51.8109800000,6.7638300000
3/3/2014,51.9260400000,10.4563400000,52.7694400000,9.6189800000
3/3/2014,51.1075900000,12.8116900000,53.5170900000,10.0976900000
3/3/2014,51.2607400000,4.4215800000,53.2423200000,10.4542300000
3/3/2014,51.1075900000,12.8116900000,53.5170900000,10.0976900000
3/3/2014,51.4659000000,11.2687700000,51.1943100000,6.9382800000
3/3/2014,47.4973800000,-0.5591200000,49.7919500000,10.0019200000
3/3/2014,47.2444500000,0.4555400000,44.3894600000,0.8007000000
3/3/2014,43.9068500000,2.0677500000,51.9145400000,7.5488700000
3/3/2014,46.8636000000,1.7718000000,48.9783000000,9.5864000000
3/3/2014,47.9795600000,16.2614300000,47.2967100000,12.7822600000
3/3/2014,47.9795600000,16.2614300000,48.0045000000,13.4182500000
3/3/2014,47.9532000000,16.1791000000,47.2331000000,9.6000000000
3/3/2014,47.9532000000,16.1791000000,47.2331000000,9.6000000000
3/3/2014,49.3333000000,15.6167000000,48.2266000000,14.2346000000
3/3/2014,48.3654200000,16.9722700000,46.7086900000,14.3667600000
3/3/2014,48.6833000000,9.7333000000,51.5275000000,12.1014000000
3/3/2014,48.8220000000,10.0654000000,52.5320000000,13.3922000000
3/3/2014,48.8220000000,10.0654000000,52.5320000000,13.3922000000
3/3/2014,48.8220000000,10.0654000000,51.8667000000,13.8833000000
3/3/2014,49.4072000000,11.0352000000,53.6313000000,11.4092000000
3/3/2014,49.4075000000,11.1649000000,52.4000000000,13.2333000000
3/3/2014,49.3007000000,10.5692000000,51.4000000000,14.5667000000
3/3/2014,49.5500000000,12.0167000000,52.5167000000,13.4000000000
3/3/2014,50.1000000000,11.8667000000,50.6333000000,12.8000000000
3/3/2014,49.9667000000,10.4167000000,51.4507000000,11.9493000000
3/3/2014,44.3348000000,2.5908600000,51.9145400000,7.5488700000
3/3/2014,44.2886500000,2.1522100000,51.9145400000,7.5488700000
3/3/2014,43.5571900000,1.4960100000,51.8109800000,6.7638300000
3/3/2014,43.5571900000,1.4960100000,51.9145400000,7.5488700000
3/3/2014,43.3779000000,1.4457400000,51.9145400000,7.5488700000
3/3/2014,43.5972100000,2.2286000000,51.9145400000,7.5488700000
3/3/2014,44.0167000000,1.3500000000,51.9597000000,7.6314000000
3/3/2014,44.0167000000,1.3500000000,51.9597000000,7.6314000000
3/3/2014,43.6043000000,1.4437000000,51.8514000000,6.8662000000
3/3/2014,47.3417200000,0.8684400000,44.1938500000,0.6224400000
3/3/2014,47.4714200000,1.6280300000,44.7943900000,4.9076400000
3/3/2014,45.6532900000,0.1221200000,49.2456000000,0.2817000000
3/3/2014,50.0513300000,9.9481400000,51.4213800000,12.3808700000
3/3/2014,50.0513300000,9.9481400000,51.4213800000,12.3808700000
3/3/2014,49.4507900000,11.1082900000,52.5300600000,13.1777600000
3/3/2014,50.7013700000,2.7636700000,53.4740300000,10.2532000000
3/3/2014,43.5571900000,1.4960100000,51.8109800000,6.7638300000
3/3/2014,48.3508000000,15.8824000000,47.9826000000,10.1725000000
3/3/2014,48.3508000000,15.8824000000,47.9826000000,10.1725000000
3/3/2014,48.3508000000,15.8824000000,47.9826000000,10.1725000000
3/3/2014,48.3508000000,15.8824000000,47.9826000000,10.1725000000
3/3/2014,48.3508000000,15.8824000000,47.9826000000,10.1725000000
3/3/2014,50.0295200000,15.8232100000,54.0772700000,9.7691100000
3/3/2014,49.4000000000,15.9667000000,50.9746000000,11.0297000000
3/3/2014,51.5413300000,4.4950400000,52.1070100000,12.6986100000
3/3/2014,48.8312500000,10.1061700000,52.5303600000,13.3817700000
3/3/2014,47.9795600000,16.2614300000,47.2967100000,12.7822600000
3/3/2014,48.8312500000,10.1061700000,52.5303600000,13.3817700000
3/3/2014,51.2607400000,4.4215800000,52.7703200000,13.2137500000
3/3/2014,49.7283000000,11.0699800000,50.3689600000,12.2132300000
3/3/2014,51.9227900000,4.4967700000,50.9995400000,13.6807100000
3/3/2014,44.5616000000,11.4287000000,47.9657000000,-1.6152000000
3/3/2014,44.7630000000,10.9283000000,44.3967000000,0.8044000000
3/3/2014,44.6447000000,10.8969000000,43.6407000000,5.0954000000
3/3/2014,44.5503000000,10.7424000000,49.3699000000,6.1856000000
3/3/2014,44.4754000000,10.4372000000,47.6921000000,3.2592000000
3/3/2014,44.6230000000,10.1219000000,46.7837000000,4.9234000000
3/3/2014,44.8462000000,10.3468000000,48.2496000000,3.3239000000
3/3/2014,44.8462000000,10.3468000000,50.2930000000,2.7819000000
3/3/2014,43.8588000000,11.1425000000,47.7559000000,1.1940000000
3/3/2014,43.7774600000,11.2543400000,43.1082800000,5.9612400000
3/3/2014,43.7774600000,11.2543400000,49.4281400000,2.0450700000
3/3/2014,43.8693700000,10.9296300000,45.9012000000,6.1277200000
3/3/2014,43.8826100000,10.6055500000,48.6495300000,-1.1377400000
3/3/2014,43.8989000000,10.6374000000,48.6170000000,-1.1699000000
3/3/2014,43.8989000000,10.6374000000,48.6170000000,-1.1699000000
3/3/2014,43.8844000000,10.4790000000,43.2974000000,1.4006000000
3/3/2014,43.4590100000,10.3680200000,46.0391000000,4.9474400000
3/3/2014,48.8312500000,10.1061700000,52.5303600000,13.3817700000
3/3/2014,43.0057600000,1.6138900000,49.4885000000,8.4562300000
3/3/2014,46.6183700000,0.3294000000,53.0282600000,8.9335400000
3/3/2014,45.0489000000,11.8703000000,47.1918000000,7.9873000000
3/3/2014,43.8588000000,11.1425000000,47.2496000000,8.5330000000
3/3/2014,43.8346300000,10.4344400000,46.9480000000,7.3769600000
3/3/2014,43.8346300000,10.4344400000,46.8663800000,9.5175000000
3/3/2014,43.8346300000,10.4344400000,47.5711400000,7.5745000000
3/3/2014,43.8346300000,10.4344400000,47.4171500000,9.2592100000
3/3/2014,43.8844000000,10.4790000000,47.4006000000,8.3974000000
3/3/2014,43.8844000000,10.4790000000,46.2285000000,9.0424000000
3/3/2014,43.8844000000,10.4790000000,46.5687000000,6.5091000000
3/3/2014,43.8844000000,10.4790000000,47.5686000000,9.1074000000
3/3/2014,48.1420300000,16.3957600000,47.9536900000,7.8648100000
3/3/2014,47.2620700000,-0.0867600000,48.8897300000,2.0102800000
3/3/2014,47.2620700000,-0.0867600000,41.3802800000,15.4879400000
3/3/2014,48.2128300000,15.6361300000,47.8126000000,13.0225400000
3/3/2014,43.5571900000,1.4960100000,51.8109800000,6.7638300000
3/3/2014,49.9877500000,10.4106200000,50.8351000000,12.9222000000
3/3/2014,48.8201300000,11.7241500000,51.4213800000,12.3808700000
3/3/2014,51.9227900000,4.4967700000,51.4213800000,12.3808700000
3/3/2014,44.6888700000,2.4679300000,51.3016500000,3.2797500000
3/3/2014,46.0521600000,1.6333300000,51.3016500000,3.2797500000
3/3/2014,46.0521600000,1.6333300000,51.3016500000,3.2797500000
3/3/2014,48.8783000000,9.2673000000,52.5167000000,13.4000000000
3/3/2014,49.1423000000,9.2234000000,51.3405000000,12.3827000000
3/3/2014,49.5200000000,9.3240000000,51.7333000000,11.8500000000
3/3/2014,49.5200000000,9.3240000000,51.7897000000,11.7459000000
