cena klienta,km ³adowne,czas,data 1 za³adunku,data ost roz³adunku,wsp za³,wsp za³,wsp roz³ad,wsp roz³ad,,wylkm,roznicakm,%
410,496,1,14/04/08 8:00,14/04/09 8:00,47.57070000,3.12550000,49.1382,7.0937,,341,155,68.75
350,431,0.958333333,14/04/09 8:00,14/04/10 7:00,48.50290000,5.83120000,49.3875,9.6422,,295,136,68.44547564
300,226,0.229166667,14/04/11 6:00,14/04/11 11:30,49.50070000,10.56920000,50.3186,8.4885,,174,52,76.99115044
900,1062,2.75,14/04/11 17:00,14/04/14 11:00,50.77320000,9.68240000,44.0145,10.6745,,755,307,71.09227872
1000,868,1.25,14/04/15 8:00,14/04/16 14:00,44.04520000,10.61750000,49.2667,10.3256,,581,287,66.93548387
1080,707,1.791666667,14/04/28 17:00,14/04/30 12:00,52.69500000,4.80560000,49.4671,-0.6724,,524,183,74.11598303
1000,884,2,14/04/30 8:00,14/05/02 8:00,49.61990000,0.23290000,44.7584,4.7509,,639,245,72.28506787
875,1050,2,14/05/05 8:00,14/05/07 8:00,44.00580000,4.66030000,41.9166,13.6177,,764,286,72.76190476
1750,1322,4,14/05/08 8:00,14/05/12 8:00,43.12590000,10.52540000,47.2667,-0.8833,,1004,318,75.94553707
700,796,1,14/05/13 8:00,14/05/14 8:00,47.06670000,-1.01670000,47.2578,6.6072,,576,220,72.36180905
1250,1423,1.833333333,14/05/19 16:00,14/05/21 12:00,53.36170000,6.76110000,45.921,8.9903,,842,581,59.17076599
1000,633,0.833333333,14/05/22 16:00,14/05/23 12:00,45.72420000,9.64190000,44.3143,4.9,,404,229,63.82306477
600,518,1,14/05/26 8:00,14/05/27 8:00,45.72630000,4.26020000,43.6329,6.7352,,304,214,58.68725869
880,534,0.833333333,14/05/27 16:00,14/05/28 12:00,44.75000000,7.72380000,45.9797,3.0863,,387,147,72.47191011
600,475,1.916666667,14/05/28 14:00,14/05/30 12:00,46.05000000,3.56670000,43.8111,1.4994,,297,178,62.52631579
450,474,2.729166667,14/05/30 15:00,14/06/02 8:30,43.85000000,0.58330000,47.1667,0.7,,368,106,77.6371308
750,620,1,14/06/03 8:00,14/06/04 8:00,47.83350000,1.28390000,43.8109,3.8772,,490,130,79.03225806
1050,1156,3.958333333,14/06/05 10:00,14/06/09 9:00,41.98330000,2.58330000,46.223,11.3669,,844,312,73.01038062
1070,765,3,14/06/27 8:00,14/06/30 8:00,47.86890000,9.59090000,49.1,2.3333,,551,214,72.02614379
900,847,1,14/06/30 8:00,14/07/01 8:00,49.23520000,1.57830000,43.5699,5.2511,,689,158,81.3459268
1450,862,3.791666667,14/07/03 13:00,14/07/07 8:00,45.12670000,7.97270000,46.5231,-0.4588,,671,191,77.84222738
670,708,1.625,14/07/07 16:00,14/07/09 7:00,46.80730000,-0.23240000,43.8583,3.97,,464,244,65.53672316
600,698,1.010416667,14/07/09 11:00,14/07/10 11:15,43.94400000,4.22110000,48.6833,3.5,,529,169,75.78796562
212,397,1,14/07/10 8:00,14/07/11 8:00,48.58330000,2.95000000,51.2333,4.1167,,306,91,77.07808564
530,449,0.958333333,14/07/14 15:00,14/07/15 14:00,51.41670000,4.13330000,48.1864,1.883,,393,56,87.52783964
900,803,2,14/07/16 8:00,14/07/18 8:00,47.83340000,2.74380000,43.8667,6.9167,,546,257,67.99501868
950,462,2.875,14/07/18 15:00,14/07/21 12:00,45.34720000,8.37250000,43.4975,5.6284,,299,163,64.71861472
380,439,1,14/07/22 8:00,14/07/23 8:00,43.54450000,5.38000000,46.9737,4.8921,,383,56,87.24373576
800,563,1.25,14/07/23 8:00,14/07/24 14:00,46.95630000,4.53840000,43.4373,6.0711,,409,154,72.64653641
1380,1103,4,14/07/25 8:00,14/07/29 8:00,45.72980000,9.03810000,51.8296,10.3301,,684,419,62.01269266
1510,751,2.875,14/03/07 15:00,14/03/10 12:00,46.45610000,13.08280000,47.3324,7.2441,,454,297,60.45272969
650,711,1.1875,14/03/12 6:30,14/03/13 11:00,47.31070000,8.36460000,43.6403,13.6074,,577,134,81.1533052
2000,1533,4.333333333,14/03/14 8:00,14/03/18 16:00,44.57220000,12.03150000,50.0675,4.4302,,836,697,54.53359426
1000,907,2,14/03/18 8:00,14/03/20 8:00,49.98750000,6.06940000,43.5476,3.219,,748,159,82.46968026
260,316,1,14/03/20 8:00,14/03/21 8:00,43.85830000,3.97000000,43.9472,7.1428,,254,62,80.37974684
1500,1369,2.833333333,14/03/21 20:00,14/03/24 16:00,45.30190000,7.76560000,51.1398,10.7194,,684,685,49.96347699
500,668,1,14/04/03 8:00,14/04/04 8:00,47.88840000,10.04100000,45.9622,9.0755,,226,442,33.83233533
1770,1152,2.666666667,14/04/04 17:00,14/04/07 9:00,45.77020000,9.57050000,48.1785,-1.7168,,896,256,77.77777778
560,669,1,14/04/07 8:00,14/04/08 8:00,47.53010000,-2.15110000,49.8765,4.9775,,584,85,87.29446936
550,520,1,14/04/09 8:00,14/04/10 8:00,49.76670000,5.53330000,50.4585,10.9579,,394,126,75.76923077
520,408,0.583333333,14/04/10 22:00,14/04/11 12:00,50.91300000,11.31860000,53.4558,10.4398,,289,119,70.83333333
725,650,3.125,14/04/11 12:00,14/04/14 15:00,53.70020000,8.60470000,51.2167,14.5833,,490,160,75.38461538
810,590,1,14/04/28 8:00,14/04/29 8:00,52.56660000,4.90270000,52.8667,12,,479,111,81.18644068
725,555,1.916666667,14/04/30 16:00,14/05/02 14:00,52.83720000,13.20500000,49.1623,10.1545,,460,95,82.88288288
590,437,1,14/05/05 8:00,14/05/06 8:00,49.49190000,10.41620000,48.6971,7.471,,231,206,52.8604119
600,532,1,14/05/06 8:00,14/05/07 8:00,49.45130000,6.16810000,45.6333,4.4,,444,88,83.45864662
540,387,0.375,14/05/09 9:00,14/05/09 18:00,45.83050000,5.10920000,43.657,6.479,,264,123,68.21705426
1000,847,1.625,14/05/12 18:00,14/05/14 9:00,44.61670000,8.85000000,49.6072,11.0352,,578,269,68.24085006
710,608,1.208333333,14/05/14 11:00,14/05/15 16:00,49.61700000,11.12510000,52.6,13.2333,,362,246,59.53947368
950,1001,2.020833333,14/05/21 7:30,14/05/23 8:00,51.23820000,14.21480000,45.8537,10.2037,,667,334,66.63336663
1775,1098,2.791666667,14/05/23 17:00,14/05/26 12:00,45.88550000,9.72200000,47.5667,-1.1667,,849,249,77.32240437
680,731,2.041666667,14/05/26 8:00,14/05/28 9:00,47.47090000,-1.62190000,45.2031,4.8692,,558,173,76.33378933
750,814,3.041666667,14/05/30 12:00,14/06/02 13:00,45.07370000,4.88100000,50.9239,3.1612,,662,152,81.32678133
1100,972,2,14/06/03 8:00,14/06/05 8:00,51.08330000,3.41670000,44.0058,4.6603,,792,180,81.48148148
650,769,5,14/06/05 8:00,14/06/10 8:00,45.19540000,4.51410000,50.2654,1.3881,,610,159,79.32379714
350,478,1,14/03/04 8:00,14/03/05 8:00,47.43330000,-1.21670000,49.8368,2.9361,,405,73,84.72803347
850,802,2,14/03/05 8:00,14/03/07 8:00,49.84680000,1.84780000,44.2102,4.8738,,667,135,83.16708229
400,457,3,14/03/07 8:00,14/03/10 8:00,45.13330000,4.90000000,45.8114,8.8491,,316,141,69.14660832
450,537,1,14/04/07 8:00,14/04/08 8:00,52.75000000,19.70000000,49.4821,17.0099,,408,129,75.97765363
750,701,1,14/04/09 16:00,14/04/10 16:00,49.44720000,8.68280000,47.4,14.8333,,507,194,72.32524964
500,631,3.166666667,14/04/11 12:00,14/04/14 16:00,47.58330000,15.10000000,45.1132,10.4582,,449,182,71.15689382
2100,1142,2.25,14/04/15 8:00,14/04/17 14:00,45.95860000,11.43590000,47.97,1.4457,,789,353,69.08931699
900,739,1.583333333,14/04/17 15:00,14/04/19 5:00,48.28250000,1.88100000,43.6103,5.3131,,583,156,78.89039242
650,696,1,14/04/22 8:00,14/04/23 8:00,43.77760000,3.82600000,48.6369,1.4636,,570,126,81.89655172
450,602,0.75,14/04/23 16:00,14/04/24 10:00,48.40000000,1.83330000,49.6881,8.2917,,491,111,81.56146179
500,567,1.1875,14/04/24 17:30,14/04/25 22:00,50.21960000,8.23210000,52.495,13.4334,,440,127,77.60141093
440,602,2.666666667,14/04/25 16:00,14/04/28 8:00,52.61890000,12.52280000,52.35,20.7167,,555,47,92.19269103
950,423,0.958333333,14/03/03 16:00,14/03/04 15:00,45.07390000,8.35970000,46.0173,4.5754,,312,111,73.75886525
600,464,1,14/03/05 8:00,14/03/06 8:00,45.85670000,4.77160000,43.9031,7.2661,,292,172,62.93103448
1000,782,3.625,14/03/06 20:00,14/03/10 11:00,44.61670000,8.85000000,49.2168,12.0954,,567,215,72.50639386
550,545,1.291666667,14/03/10 8:00,14/03/11 15:00,50.46200000,11.93400000,50.9586,8.2124,,267,278,48.99082569
460,499,1,14/03/13 8:00,14/03/14 8:00,51.55300000,7.56300000,52.7167,13.4,,418,81,83.76753507
350,321,0.666666667,14/03/03 15:00,14/03/04 7:00,49.66840000,10.03310000,49.5167,12.1833,,155,166,48.28660436
500,505,0.791666667,14/03/04 8:00,14/03/05 3:00,49.60720000,11.03520000,48.3333,16.3,,409,96,80.99009901
480,582,1,14/03/05 8:00,14/03/06 8:00,48.26670000,15.05000000,46.2573,11.52,,347,235,59.62199313
2350,1477,4.166666667,14/03/07 13:00,14/03/11 17:00,45.88450000,12.28550000,48.2451,-1.6006,,1082,395,73.25660122
500,626,0.75,14/03/12 14:00,14/03/13 8:00,48.13330000,-1.66670000,47.2333,4.8333,,496,130,79.23322684
260,329,1,14/03/13 8:00,14/03/14 8:00,48.40090000,5.94840000,49.8326,8.3619,,237,92,72.03647416
580,636,3,14/03/14 8:00,14/03/17 8:00,50.52690000,7.23210000,52.7833,13,,470,166,73.89937107
850,1103,0.666666667,14/03/17 16:00,14/03/18 8:00,51.75820000,12.96990000,45.0468,8.814,,806,297,73.07343608
1700,619,1.083333333,14/03/19 12:00,14/03/20 14:00,44.05100000,10.98170000,47.6606,8.999,,429,190,69.30533118
300,558,1.166666667,14/03/24 8:00,14/03/25 12:00,47.95830000,8.84130000,49.5,7.0667,,215,343,38.53046595
610,606,1,14/03/25 8:00,14/03/26 8:00,49.64710000,6.63120000,51.683,11.972,,439,167,72.44224422
450,355,0.833333333,14/03/26 16:00,14/03/27 12:00,51.00000000,11.58330000,48.35,11.5833,,294,61,82.81690141
350,402,0.791666667,14/03/27 16:00,14/03/28 11:00,49.00930000,10.59020000,50.5269,7.2321,,294,108,73.13432836
430,495,3.041666667,14/03/28 22:00,14/03/31 23:00,51.53280000,8.00760000,52.4764,10.5127,,201,294,40.60606061
1200,1007,2,14/06/03 8:00,14/06/05 8:00,52.38040000,11.65040000,49.6199,0.2329,,854,153,84.80635551
450,432,0.666666667,14/06/05 16:00,14/06/06 8:00,49.61990000,0.23290000,48.0585,4.5737,,361,71,83.56481481
750,842,3,14/06/06 8:00,14/06/09 8:00,47.84320000,5.97800000,45.5756,11.1372,,467,375,55.4631829
1000,534,2,14/06/09 8:00,14/06/11 8:00,45.91350000,11.35840000,46.2802,6.4073,,383,151,71.72284644
700,541,1,14/06/11 8:00,14/06/12 8:00,46.15230000,5.61160000,43.8272,7.0964,,283,258,52.31053604
1400,867,0.75,14/06/12 14:00,14/06/13 8:00,44.46940000,8.43580000,48.4957,2.4093,,642,225,74.04844291
1150,972,2,14/06/17 8:00,14/06/19 8:00,49.40000000,2.58330000,43.871,7.1761,,707,265,72.73662551
1500,913,3,14/06/20 15:00,14/06/23 15:00,44.61670000,8.95000000,49.0412,2.3003,,705,208,77.21796276
225,415,1,14/06/23 8:00,14/06/24 8:00,49.23520000,1.57830000,51.3605,4.7784,,327,88,78.79518072
420,441,-0.291666667,14/06/25 15:00,14/06/25 8:00,51.36670000,4.35000000,52.614,9.6603,,389,52,88.20861678
1000,538,1,14/07/10 8:00,14/07/11 8:00,51.63330000,6.75000000,49.0667,2.7167,,404,134,75.0929368
800,605,3.875,14/07/11 15:00,14/07/15 12:00,47.96370000,2.37240000,44.3427,2.1686,,402,203,66.44628099
580,780,1.833333333,14/07/15 12:00,14/07/17 8:00,43.67050000,2.58120000,45.612,8.7813,,535,245,68.58974359
1690,1065,4,14/07/17 8:00,14/07/21 8:00,45.50420000,9.65720000,47.6744,-0.6302,,821,244,77.08920188
750,748,1.166666667,14/07/21 10:00,14/07/22 14:00,47.47090000,-1.62190000,45.5639,5.5921,,591,157,79.01069519
620,732,0.944444444,14/07/22 18:20,14/07/23 17:00,45.95810000,5.06720000,51.1333,4.0333,,580,152,79.23497268
400,413,0.875,14/07/24 15:00,14/07/25 12:00,50.68330000,5.51670000,51.4333,9.9167,,318,95,76.99757869
1050,1306,2.958333333,14/08/08 15:00,14/08/11 14:00,52.57530000,9.97170000,45.7705,9.0289,,759,547,58.11638591
800,598,0.916666667,14/08/12 15:00,14/08/13 13:00,45.21420000,9.57000000,44.364,4.8742,,382,216,63.87959866
530,649,1,14/08/13 8:00,14/08/14 8:00,44.36400000,4.87420000,45.1167,-0.4833,,431,218,66.40986133
800,843,1,14/08/18 8:00,14/08/19 8:00,45.69390000,0.74650000,43.8667,6.9167,,527,316,62.514828
950,286,1.083333333,14/08/21 10:00,14/08/22 12:00,45.81740000,9.08150000,47.6138,8.2335,,209,77,73.07692308
800,765,2.75,14/08/22 14:00,14/08/25 8:00,47.60160000,9.63420000,48.0657,2.219,,555,210,72.54901961
212,416,0.666666667,14/08/26 23:00,14/08/27 15:00,49.18800000,1.81180000,50.8667,5.6333,,330,86,79.32692308
500,570,0.895833333,14/08/27 14:30,14/08/28 12:00,51.13330000,4.38330000,52.9333,10.7167,,477,93,83.68421053
1550,1089,1.958333333,14/09/23 13:00,14/09/25 12:00,51.36460000,6.75190000,43.3748,5.6045,,892,197,81.91000918
400,647,1,14/09/25 14:00,14/09/26 14:00,43.83960000,4.81270000,45.3604,10.7977,,502,145,77.58887172
1580,1121,3,14/09/26 8:00,14/09/29 8:00,45.06510000,10.06170000,45.1185,0.9271,,716,405,63.87154326
335,421,1.041666667,14/09/30 8:00,14/10/01 9:00,46.09510000,0.77900000,45.2437,3.8852,,259,162,61.52019002
320,385,0.802083333,14/03/03 16:45,14/03/04 12:00,48.40090000,5.94840000,48.8707,9.3811,,257,128,66.75324675
300,309,0.791666667,14/03/05 15:00,14/03/06 10:00,48.24630000,9.33090000,50.2697,8.844,,227,82,73.46278317
850,1053,1.958333333,14/03/06 15:00,14/03/08 14:00,49.98600000,7.45940000,45.9237,8.6785,,460,593,43.68471035
1050,967,2,14/03/11 19:00,14/03/13 19:00,45.86880000,9.44140000,51.405,11.2557,,629,338,65.04653568
470,853,3.791666667,14/03/13 15:00,14/03/17 10:00,52.11670000,11.90000000,51.45,22.5667,,736,117,86.28370457
771,966,2.708333333,14/03/21 15:00,14/03/24 8:00,51.13330000,21.40000000,53.7312,10.1207,,816,150,84.47204969
660,591,0.666666667,14/03/24 20:00,14/03/25 12:00,53.25160000,8.88960000,49.0682,8.2809,,467,124,79.01861252
300,358,0.75,14/03/25 15:00,14/03/26 9:00,48.90000000,8.15000000,51.4496,9.4249,,297,61,82.96089385
420,313,0.96875,14/03/26 8:00,14/03/27 7:15,51.91360000,8.75540000,49.9584,8.4861,,218,95,69.6485623
500,549,0.875,14/03/27 11:00,14/03/28 8:00,49.83260000,8.36190000,53.7007,10.0137,,444,105,80.87431694
900,728,2.75,14/03/28 14:00,14/03/31 8:00,53.75000000,10.00000000,49.0092,9.3774,,528,200,72.52747253
480,569,1,14/04/01 8:00,14/04/02 8:00,49.05780000,10.35530000,45.8064,11.5693,,372,197,65.37785589
1700,1055,3.916666667,14/04/03 16:00,14/04/07 14:00,46.26170000,11.23710000,45.9698,1.3333,,763,292,72.32227488
750,652,1,14/04/07 8:00,14/04/08 8:00,45.75000000,2.31670000,48.695,-2.7185,,501,151,76.8404908
1000,970,1,14/04/09 8:00,14/04/10 8:00,48.33330000,-1.53700000,44.0312,5.0359,,695,275,71.64948454
300,556,4.083333333,14/04/11 8:00,14/04/15 10:00,43.68760000,5.23390000,45.8305,9.4438,,408,148,73.38129496
1300,952,1.979166667,14/04/14 15:30,14/04/16 15:00,45.71940000,11.33960000,51.3209,13.1209,,636,316,66.80672269
485,444,1,14/04/23 8:00,14/04/24 8:00,51.36670000,13.05000000,53.6167,10.2667,,313,131,70.4954955
730,471,0.364583333,14/04/24 15:15,14/04/25 0:00,52.83330000,10.90000000,50.3878,8.6632,,312,159,66.24203822
720,580,0.833333333,14/04/28 14:00,14/04/29 10:00,49.65980000,8.48810000,53.7389,10.0344,,465,115,80.17241379
750,671,0.666666667,14/05/06 16:00,14/05/07 8:00,52.83720000,13.20500000,49.3357,8.4057,,513,158,76.45305514
500,345,0.645833333,14/05/07 16:30,14/05/08 8:00,49.68830000,8.46470000,48.8035,11.7728,,259,86,75.07246377
1250,1054,3.833333333,14/05/08 16:00,14/05/12 12:00,48.19080000,12.88500000,43.3228,6.0075,,759,295,72.0113852
1400,945,1.75,14/05/12 18:00,14/05/14 12:00,45.29430000,7.52440000,47.4769,-1.7807,,753,192,79.68253968
1100,1229,2,14/05/14 8:00,14/05/16 8:00,48.76080000,-1.92840000,43.7517,6.9786,,881,348,71.68429618
1250,798,1.041666667,14/05/19 14:00,14/05/20 15:00,45.53310000,7.65710000,47.6,0.6667,,581,217,72.80701754
700,637,1,14/05/20 8:00,14/05/21 8:00,47.90550000,1.50620000,44.7667,6.0833,,495,142,77.70800628
950,510,0.833333333,14/05/22 15:00,14/05/23 11:00,45.04550000,7.71920000,46.8221,3.7695,,363,147,71.17647059
900,578,3,14/05/23 8:00,14/05/26 8:00,48.07470000,3.52520000,45.8667,0.5,,336,242,58.13148789
570,566,1,14/05/27 8:00,14/05/28 8:00,45.85000000,-0.25000000,49.6942,0.361,,429,137,75.795053
200,359,3,14/05/30 8:00,14/06/02 8:00,49.18800000,1.81180000,51.2333,4.1167,,280,79,77.99442897
620,710,1.041666667,14/06/02 15:00,14/06/03 16:00,51.41670000,4.25000000,51.05,12.5667,,580,130,81.69014085
900,1048,2.041666667,14/06/18 7:00,14/06/20 8:00,44.00580000,4.66030000,41.9166,13.6177,,764,284,72.90076336
1550,1135,3,14/06/20 16:00,14/06/23 16:00,44.71490000,11.88880000,48.9851,4.9117,,711,424,62.64317181
1050,991,2.083333333,14/06/25 10:00,14/06/27 12:00,50.73330000,2.63330000,43.6066,4.9809,,811,180,81.83652876
1100,926,3,14/06/27 8:00,14/06/30 8:00,43.58730000,4.82610000,43.4136,13.2911,,682,244,73.65010799
2250,1389,2.041666667,14/07/01 16:00,14/07/03 17:00,45.92770000,11.76320000,48.2451,-1.6006,,1042,347,75.01799856
340,466,3,14/07/04 8:00,14/07/07 8:00,47.41480000,-0.72490000,49.4716,2.4707,,328,138,70.38626609
1000,901,1.833333333,14/07/08 12:00,14/07/10 8:00,49.81510000,3.21860000,43.6549,5.4691,,706,195,78.35738069
1200,1129,4,14/07/11 8:00,14/07/15 8:00,44.80120000,7.48310000,48.9667,16.85,,848,281,75.11071745
680,790,1,14/03/03 8:00,14/03/04 8:00,50.33490000,10.52300000,45.4528,9.9628,,544,246,68.86075949
1400,1062,1.875,14/03/04 17:00,14/03/06 14:00,45.46030000,10.07770000,52.3167,11.0167,,765,297,72.03389831
725,907,1,14/03/06 8:00,14/03/07 8:00,51.82490000,12.13980000,45.53,11.0838,,704,203,77.6185226
820,698,0.833333333,14/03/12 16:00,14/03/13 12:00,48.35320000,7.16700000,44.3532,2.3063,,580,118,83.09455587
700,911,3.479166667,14/03/14 8:00,14/03/17 19:30,43.90660000,2.69290000,48.7255,7.5657,,653,258,71.67947311
580,721,0.791666667,14/03/19 17:00,14/03/20 12:00,49.28650000,8.18260000,52.9491,13.241,,538,183,74.6185853
420,649,3.208333333,14/03/21 3:00,14/03/24 8:00,52.25000000,13.50000000,52.1667,20.15,,453,196,69.79969183
525,716,3,14/04/04 8:00,14/04/07 8:00,48.25350000,10.62480000,46.0918,12.5964,,282,434,39.38547486
1650,1005,1.791666667,14/04/07 17:00,14/04/09 12:00,45.77330000,11.62690000,45.3701,1.5619,,784,221,78.00995025
410,496,1,14/04/09 8:00,14/04/10 8:00,46.07520000,1.56570000,48.7833,4.8667,,390,106,78.62903226
400,419,0.875,14/04/10 18:00,14/04/11 15:00,48.40090000,5.94840000,49.4277,9.6922,,296,123,70.64439141
390,358,0.979166667,14/04/14 16:30,14/04/15 16:00,49.61670000,10.21670000,51.1095,6.9457,,285,73,79.60893855
1220,830,2,14/04/15 8:00,14/04/17 8:00,51.42980000,7.20200000,49.8269,11.5501,,354,476,42.65060241
950,835,2,14/04/22 8:00,14/04/24 8:00,50.23740000,11.99940000,44.8139,11.8368,,603,232,72.21556886
1350,836,1.125,14/04/24 12:00,14/04/25 15:00,45.53000000,11.08380000,49.8326,8.3619,,519,317,62.08133971
600,607,3,14/04/25 8:00,14/04/28 8:00,49.98360000,8.47440000,53.827,9.09,,429,178,70.67545305
500,493,0.5,14/04/28 20:00,14/04/29 8:00,53.16670000,7.45000000,51.4333,12.55,,396,97,80.32454361
880,991,-0.041666667,14/05/14 16:00,14/05/14 15:00,49.40120000,9.50220000,44.9253,7.3242,,524,467,52.87588295
800,482,2.916666667,14/05/16 14:00,14/05/19 12:00,45.20740000,7.53740000,46.8221,3.7695,,341,141,70.74688797
650,629,1.020833333,14/05/20 8:00,14/05/21 8:30,46.98330000,4.85000000,43.9894,7.184,,379,250,60.25437202
620,306,0.791666667,14/05/22 17:00,14/05/23 12:00,45.20940000,8.25580000,46.5667,6.4833,,203,103,66.33986928
550,356,2.833333333,14/05/23 16:00,14/05/26 12:00,46.20050000,6.39600000,44.6167,8.95,,265,91,74.43820225
1150,632,1.041666667,14/05/26 14:00,14/05/27 15:00,44.04520000,10.61750000,47.7696,7.5735,,476,156,75.3164557
1050,1415,4.833333333,14/05/28 16:00,14/06/02 12:00,47.76790000,8.32140000,53.2833,21.5667,,1116,299,78.86925795
650,755,0.833333333,14/06/12 16:00,14/06/13 12:00,48.96670000,9.18330000,45.8042,13.7674,,492,263,65.16556291
1770,1120,2,14/06/16 12:00,14/06/18 12:00,46.37100000,12.70730000,48.0139,3.7984,,697,423,62.23214286
800,853,1,14/06/18 8:00,14/06/19 8:00,48.47420000,3.97400000,43.9561,7.3206,,564,289,66.11957796
1500,913,3,14/06/20 15:00,14/06/23 15:00,44.61670000,8.95000000,49.0412,2.3003,,705,208,77.21796276
650,693,1,14/06/23 8:00,14/06/24 8:00,48.58330000,2.95000000,44.3144,0.8527,,501,192,72.29437229
1050,1189,1.666666667,14/06/25 16:00,14/06/27 8:00,44.42870000,0.67920000,50.1405,7.3988,,811,378,68.20857864
520,526,3,14/06/27 8:00,14/06/30 8:00,49.68330000,7.90000000,52.3243,11.6322,,392,134,74.52471483
575,828,2.0625,14/07/01 14:30,14/07/03 16:00,51.60000000,12.04630000,52.95,22.1333,,701,127,84.66183575
1325,1430,2,14/03/04 8:00,14/03/06 8:00,43.31670000,0.73330000,41.9166,13.6177,,1064,366,74.40559441
1600,610,0.208333333,14/03/07 13:00,14/03/07 18:00,44.05100000,10.98170000,47.4294,7.9004,,445,165,72.95081967
250,243,0.75,14/03/12 20:00,14/03/13 14:00,48.16670000,8.93330000,48.9515,11.4588,,205,38,84.36213992
480,520,1,14/03/13 8:00,14/03/14 8:00,48.71120000,11.58170000,52.5019,13.2607,,437,83,84.03846154
710,840,1.791666667,14/03/22 17:00,14/03/24 12:00,51.85000000,17.81670000,49.3419,9.042,,678,162,80.71428571
400,380,1.041666667,14/03/25 15:00,14/03/26 16:00,50.10000000,7.91670000,51.4496,9.4249,,183,197,48.15789474
600,426,0.375,14/03/27 3:00,14/03/27 12:00,51.23330000,9.40000000,48.4499,11.6309,,348,78,81.69014085
420,501,3,14/03/28 8:00,14/03/31 8:00,48.30730000,13.15080000,48.7834,7.743,,401,100,80.03992016
525,854,1,14/03/31 8:00,14/04/01 8:00,49.00240000,8.31030000,46.1838,10.6692,,359,495,42.03747073
1700,968,1.541666667,14/04/01 17:00,14/04/03 6:00,45.35380000,10.38210000,48.1501,1.876,,718,250,74.17355372
330,427,0.791666667,14/04/03 13:00,14/04/04 8:00,47.96370000,2.37240000,45.014,1.1512,,341,86,79.85948478
720,866,4.020833333,14/04/04 8:00,14/04/08 8:30,44.51760000,0.08610000,50.7823,3.119,,732,134,84.52655889
790,742,1,14/04/08 8:00,14/04/09 8:00,51.21540000,2.29970000,47.1362,3.2604,,458,284,61.72506739
500,474,0,14/04/10 8:00,14/04/10 8:00,46.94960000,4.47070000,43.5873,4.8261,,374,100,78.90295359
400,477,1,14/03/04 8:00,14/03/05 8:00,46.35520000,-1.09820000,43.3167,1.6,,399,78,83.64779874
870,1057,1.416666667,14/03/05 14:00,14/03/07 0:00,43.32520000,0.38400000,50.6104,2.8305,,830,227,78.52412488
350,440,3,14/03/07 8:00,14/03/10 8:00,50.80000000,3.38330000,50.2,7.3667,,289,151,65.68181818
200,264,1,14/03/11 8:00,14/03/12 8:00,51.10830000,12.99170000,52.798,13.358,,189,75,71.59090909
160,350,0.5,14/03/12 20:00,14/03/13 8:00,53.61670000,14.58330000,54.55,18.6667,,285,65,81.42857143
700,828,1.802083333,14/04/01 11:00,14/04/03 6:15,54.23330000,18.66670000,54.9333,9.5667,,591,237,71.37681159
700,735,0.75,14/04/03 20:00,14/04/04 14:00,54.06960000,10.68710000,48.8704,9.2141,,587,148,79.86394558
550,751,2.666666667,14/04/04 16:00,14/04/07 8:00,48.82060000,9.54100000,45.1574,9.6861,,407,344,54.19440746
1120,542,1,14/04/07 8:00,14/04/08 8:00,45.40130000,10.58050000,45.8305,5.1092,,428,114,78.96678967
560,442,1,14/04/08 8:00,14/04/09 8:00,46.50000000,4.83330000,43.2982,5.8847,,365,77,82.57918552
1270,737,3,14/04/11 12:00,14/04/14 12:00,45.20940000,8.25580000,46.4151,1.0815,,571,166,77.47625509
550,515,1.25,14/04/14 8:00,14/04/15 14:00,46.03150000,1.25780000,50.017,2.8006,,457,58,88.73786408
1150,1056,1.541666667,14/04/15 17:00,14/04/17 6:00,50.74870000,3.02730000,43.3677,6.0427,,851,205,80.58712121
1200,826,3.916666667,14/04/18 14:00,14/04/22 12:00,45.18470000,7.74640000,44.6705,2.7243,,399,427,48.30508475
420,365,1.041666667,14/04/22 14:00,14/04/23 15:00,44.57070000,3.53810000,46.0687,5.9365,,250,115,68.49315068
760,577,0.666666667,14/04/23 8:00,14/04/24 0:00,46.10040000,5.34660000,43.9031,7.2661,,287,290,49.74003466
1050,783,3.625,14/04/24 20:00,14/04/28 11:00,44.61670000,8.85000000,49.2168,12.0954,,567,216,72.4137931
210,218,1.604166667,14/04/30 16:30,14/05/02 7:00,49.61670000,12.08330000,51.05,12.1982,,159,59,72.93577982
280,494,0.958333333,14/05/05 14:00,14/05/06 13:00,51.46670000,15.56670000,53.3333,19.8333,,356,138,72.06477733
710,664,2.625,14/05/23 17:00,14/05/26 8:00,53.21120000,9.03300000,49.1783,9.5864,,450,214,67.77108434
1000,332,0.916666667,14/05/26 16:00,14/05/27 14:00,48.63330000,8.21670000,46.9227,6.5432,,227,105,68.37349398
300,347,1.041666667,14/05/27 10:00,14/05/28 11:00,47.88330000,6.50000000,49.8406,8.4509,,260,87,74.92795389
410,448,2,14/05/28 8:00,14/05/30 8:00,50.22120000,8.78660000,51.2712,13.3363,,340,108,75.89285714
750,775,3,14/05/30 8:00,14/06/02 8:00,51.51670000,13.66670000,52.5666,4.9027,,610,165,78.70967742
1350,1058,2,14/06/03 15:00,14/06/05 15:00,51.93940000,4.37820000,44.5837,4.9908,,819,239,77.41020794
