cena klienta,km ³adowne,czas,data 1 za³adunku,data ost roz³adunku,wsp za³,wsp za³,wsp roz³ad,wsp roz³ad,,wylkm,roznicakm,%
800,878,3,14/03/28 8:00,14/03/31 8:00,43.88450000,4.21000000,47.9417,-1.1737,,613,265,69.81776765
370,659,1,14/03/31 0:00,14/04/01 0:00,46.92230000,-1.17730000,51.0333,3.4,,565,94,85.73596358
500,378,0.666666667,14/04/01 8:00,14/04/02 0:00,51.10000000,3.36670000,48.4713,4.099,,296,82,78.30687831
200,420,1,14/04/02 8:00,14/04/03 8:00,48.58330000,2.95000000,51.4167,4.4167,,332,88,79.04761905
850,650,0.958333333,14/04/03 8:00,14/04/04 7:00,52.08830000,4.38890000,48.2768,7.5343,,479,171,73.69230769
500,611,2.666666667,14/04/04 16:00,14/04/07 8:00,48.27680000,7.53430000,50.7833,12.8667,,474,137,77.57774141
1725,1481,2.291666667,14/04/07 8:00,14/04/09 15:00,51.56670000,14.06670000,44.4848,4.753,,1047,434,70.69547603
2000,1150,3.833333333,14/04/10 16:00,14/04/14 12:00,44.07970000,11.09630000,49.1421,2.6146,,857,293,74.52173913
400,447,1,14/04/14 8:00,14/04/15 8:00,48.07470000,3.52520000,49.1329,7.6656,,326,121,72.93064877
700,684,0.875,14/04/15 15:00,14/04/16 12:00,49.01670000,7.73330000,53.75,10,,549,135,80.26315789
470,446,0.583333333,14/04/16 18:00,14/04/17 8:00,53.73330000,10.90000000,51.7275,12.1014,,237,209,53.13901345
380,319,1,14/04/22 8:00,14/04/23 8:00,51.25000000,12.71670000,52.8821,13.5965,,191,128,59.87460815
98.024526,255,0.541666667,14/04/23 19:00,14/04/24 8:00,52.67070000,13.77360000,54.2833,15.0167,,197,58,77.25490196
625,599,1.833333333,14/04/30 16:00,14/05/02 12:00,52.83720000,13.20500000,49.3902,9.2192,,473,126,78.96494157
550,640,3.291666667,14/05/02 8:00,14/05/05 15:00,49.55670000,8.13780000,46.6268,11.3377,,403,237,62.96875
1200,553,1,14/05/05 16:00,14/05/06 16:00,45.98020000,11.80740000,47.9396,8.7105,,320,233,57.86618445
370,381,0.708333333,14/05/07 13:00,14/05/08 6:00,48.60790000,9.78750000,49.8117,6.13,,297,84,77.95275591
520,431,0.791666667,14/05/08 13:00,14/05/09 8:00,50.02070000,7.09990000,48.25,10.35,,307,124,71.22969838
510,560,3,14/05/09 8:00,14/05/12 8:00,48.63910000,9.98230000,52.5828,8.63,,448,112,80
600,520,1,14/05/12 8:00,14/05/13 8:00,51.53280000,8.00760000,52.7167,13.4,,390,130,75
670,583,3.166666667,14/05/23 8:00,14/05/26 12:00,53.25380000,9.02970000,49.9971,9.9336,,367,216,62.95025729
970,1022,1.75,14/05/26 18:00,14/05/28 12:00,49.89750000,10.25850000,43.6127,10.5765,,699,323,68.39530333
1700,1251,3.833333333,14/05/29 12:00,14/06/02 8:00,43.91860000,10.94250000,47.2636,-0.9386,,995,256,79.5363709
700,755,2,14/06/02 8:00,14/06/04 8:00,46.81590000,-1.65940000,43.6595,3.4238,,530,225,70.1986755
950,743,0.458333333,14/06/04 13:00,14/06/05 0:00,45.00600000,3.27430000,47.5686,8.0412,,463,280,62.31493943
550,603,3.75,14/06/06 20:00,14/06/10 14:00,48.30000000,8.70000000,51.2551,13.5388,,478,125,79.27031509
870,927,2.0625,14/06/17 15:30,14/06/19 17:00,51.48330000,12.75000000,46.0602,13.4388,,605,322,65.26429342
1550,1212,5,14/06/18 8:00,14/06/23 8:00,45.80420000,13.76740000,49.2253,4.0143,,824,388,67.98679868
950,897,4,14/06/20 8:00,14/06/24 8:00,49.45000000,4.03330000,43.4819,2.5869,,672,225,74.91638796
650,730,1,14/06/24 8:00,14/06/25 8:00,43.82960000,2.49760000,49.1535,2.3151,,592,138,81.09589041
375,550,1,14/06/25 8:00,14/06/26 8:00,49.23520000,1.57830000,49.3448,7.7817,,449,101,81.63636364
1330,978,3.833333333,14/06/26 16:00,14/06/30 12:00,49.45440000,6.70880000,47.5667,-1.6,,646,332,66.05316973
720,831,1,14/06/30 8:00,14/07/01 8:00,47.12410000,-0.47570000,49.2679,7.2189,,617,214,74.2478941
360,316,0.958333333,14/07/02 8:00,14/07/03 7:00,49.49470000,7.24940000,51.1833,9.7167,,256,60,81.01265823
1000,540,0.6875,14/07/09 16:30,14/07/10 9:00,51.63330000,6.75000000,49.101,2.7059,,401,139,74.25925926
700,615,1,14/07/10 8:00,14/07/11 8:00,48.58330000,2.95000000,44.2486,2.8967,,482,133,78.37398374
550,629,3.5625,14/07/11 16:30,14/07/15 6:00,44.57070000,3.53810000,49.0925,2.3444,,510,119,81.08108108
350,468,1,14/07/17 8:00,14/07/18 8:00,48.85410000,2.39340000,48.0194,7.541,,390,78,83.33333333
1000,872,2.895833333,14/07/25 16:00,14/07/28 13:30,52.64020000,9.66560000,48.394,1.9348,,721,151,82.68348624
750,665,0.916666667,14/07/28 16:00,14/07/29 14:00,48.16550000,3.51790000,44.0288,5.7869,,492,173,73.98496241
1900,617,0.958333333,14/07/30 8:00,14/07/31 7:00,45.58390000,11.04230000,45.4461,4.8493,,482,135,78.11993517
600,497,0.791666667,14/07/31 13:00,14/08/01 8:00,45.94580000,4.97090000,44.0128,7.3144,,283,214,56.9416499
2300,868,2.9375,14/08/01 15:30,14/08/04 14:00,45.21530000,9.44450000,48.7682,2.6201,,650,218,74.88479263
390,344,1,14/08/06 14:00,14/08/07 14:00,50.48470000,5.91860000,52.4601,7.7135,,252,92,73.25581395
230,412,0.375,14/08/05 8:00,14/08/05 17:00,48.47510000,2.69080000,51.2667,4.3667,,332,80,80.58252427
400,482,0.625,14/08/07 15:00,14/08/08 6:00,51.81890000,7.52220000,52.1801,13.1013,,383,99,79.46058091
240,296,0.833333333,14/08/14 12:00,14/08/15 8:00,52.50220000,10.49790000,51.3667,7.9667,,214,82,72.2972973
670,602,3.125,14/08/15 12:00,14/08/18 15:00,51.70100000,7.33710000,48.3345,11.571,,481,121,79.90033223
1300,1081,1.958333333,14/08/19 13:00,14/08/21 12:00,47.89390000,9.82900000,47.3687,-1.4693,,847,234,78.3533765
750,683,1,14/08/21 12:00,14/08/22 12:00,47.41730000,-1.55340000,45.7013,5.1396,,545,138,79.79502196
550,628,3,14/08/22 8:00,14/08/25 8:00,45.07370000,4.88100000,49.2751,2.106,,512,116,81.52866242
212,391,0.833333333,14/08/25 18:00,14/08/26 14:00,49.18800000,1.81180000,51.3,4.6,,307,84,78.51662404
640,682,0.958333333,14/08/26 13:00,14/08/27 12:00,51.93940000,4.37820000,50.6667,11.5333,,516,166,75.65982405
1330,1131,2.708333333,14/09/09 14:00,14/09/12 7:00,54.07430000,11.44880000,48.2825,1.881,,925,206,81.78603006
1000,739,0.628472222,14/09/12 23:55,14/09/13 15:00,49.13810000,2.49400000,44.0312,5.0359,,600,139,81.19079838
750,700,1,14/09/15 13:00,14/09/16 13:00,45.10200000,4.95920000,46.3552,-1.0982,,490,210,70
750,777,0.958333333,14/09/16 8:00,14/09/17 7:00,46.65770000,-1.16510000,44.0081,4.6442,,541,236,69.62676963
350,405,0.6875,14/09/17 15:30,14/09/18 8:00,43.54760000,3.21900000,43.9894,7.184,,322,83,79.50617284
950,568,0.8125,14/09/18 16:00,14/09/19 11:30,45.03140000,8.26020000,44.4848,4.753,,283,285,49.82394366
1400,872,0.125,14/09/22 8:00,14/09/22 11:00,44.86130000,8.37140000,49.0412,2.3876,,649,223,74.4266055
970,792,1.666666667,14/09/23 16:00,14/09/25 8:00,48.83480000,2.54810000,44.8868,7.896,,598,194,75.50505051
880,405,0.78125,14/09/25 13:00,14/09/26 7:45,45.23730000,7.87310000,47.5479,8.2387,,258,147,63.7037037
430,413,0.375,14/09/26 20:00,14/09/27 5:00,47.77230000,7.78420000,49.617,11.1251,,319,94,77.23970944
390,359,1.125,14/09/29 8:00,14/09/30 11:00,49.68300000,11.00400000,51.3833,13.8333,,275,84,76.60167131
300,355,0.958333333,14/03/06 13:00,14/03/07 12:00,47.77810000,15.49450000,46.1871,13.1961,,248,107,69.85915493
1510,752,3,14/03/07 8:00,14/03/10 8:00,46.45610000,13.08280000,47.3324,7.2441,,454,298,60.37234043
900,727,1.041666667,14/03/11 15:00,14/03/12 16:00,48.72750000,7.32560000,47.0084,0.6228,,535,192,73.59009629
850,1108,2,14/03/12 8:00,14/03/14 8:00,46.75880000,0.50870000,43.9561,7.3206,,616,492,55.59566787
1200,1010,3.75,14/03/14 18:00,14/03/18 12:00,44.61670000,8.85000000,50.9114,12.4928,,750,260,74.25742574
850,739,1,14/03/18 8:00,14/03/19 8:00,50.51960000,11.76820000,49.45,4.0333,,565,174,76.45466847
850,931,2,14/03/19 8:00,14/03/21 8:00,49.25000000,3.95000000,46.4144,11.1199,,620,311,66.59505908
1550,1060,3,14/03/21 15:00,14/03/24 15:00,45.67240000,11.44610000,51.2114,13.8054,,639,421,60.28301887
820,985,1.041666667,14/03/31 13:00,14/04/01 14:00,53.10000000,16.18330000,47.8167,10.7167,,703,282,71.37055838
440,538,1.125,14/04/02 14:00,14/04/03 17:00,49.01670000,11.50000000,45.4238,11.279,,399,139,74.16356877
2250,1400,3.958333333,14/04/03 18:00,14/04/07 17:00,45.64810000,11.71390000,48.2451,-1.6006,,1049,351,74.92857143
300,448,1,14/04/08 8:00,14/04/09 8:00,48.66380000,-2.62690000,47.7833,1.3333,,309,139,68.97321429
1000,742,1,14/04/09 8:00,14/04/10 8:00,48.12000000,1.82780000,44.5833,6.65,,539,203,72.64150943
1500,1162,2.958333333,14/04/11 16:00,14/04/14 15:00,45.40150000,7.77730000,51.5005,7.0914,,680,482,58.51979346
900,550,1,14/04/15 8:00,14/04/16 8:00,51.68030000,7.21830000,49.4375,12.1011,,425,125,77.27272727
220,264,1,14/04/16 8:00,14/04/17 8:00,49.98330000,12.31670000,51.7275,12.1014,,194,70,73.48484848
1700,1202,4,14/04/24 8:00,14/04/28 8:00,50.68330000,12.40000000,48.2992,-0.7929,,987,215,82.11314476
380,450,1,14/04/28 8:00,14/04/29 8:00,47.43330000,-1.21670000,49.6426,2.8463,,386,64,85.77777778
600,296,1,14/04/29 8:00,14/04/30 8:00,48.88330000,2.61670000,47.9,2.95,,112,184,37.83783784
900,752,5,14/04/30 8:00,14/05/05 8:00,48.40000000,3.28330000,44.2461,6.0319,,507,245,67.42021277
1050,1047,3.666666667,14/05/22 20:00,14/05/26 12:00,52.95000000,12.03330000,45.9464,11.5299,,779,268,74.40305635
1650,1252,2,14/05/26 8:00,14/05/28 8:00,46.19140000,13.37600000,43.8043,1.4437,,973,279,77.71565495
600,814,2,14/05/28 8:00,14/05/30 8:00,43.31670000,0.73330000,44.5976,8.2775,,620,194,76.16707617
1000,585,2.791666667,14/05/30 17:00,14/06/02 12:00,44.83750000,8.64650000,46.8221,3.7695,,437,148,74.7008547
480,470,0.666666667,14/06/02 8:00,14/06/03 0:00,46.28620000,4.06610000,43.7589,3.72,,282,188,60
550,580,1,14/06/04 8:00,14/06/05 8:00,43.54660000,1.85120000,44.1546,6.8912,,409,171,70.51724138
1100,707,3.833333333,14/06/06 12:00,14/06/10 8:00,44.07280000,10.80250000,44.1636,3.8557,,554,153,78.3592645
900,932,1.020833333,14/06/11 7:30,14/06/12 8:00,45.00600000,3.27430000,50.8611,6.7939,,701,231,75.21459227
410,908,1.791666667,14/06/12 16:00,14/06/14 11:00,52.03650000,6.25940000,52.45,18.1,,806,102,88.76651982
1120,1261,4.291666667,14/06/25 22:00,14/06/30 5:00,52.45000000,15.83330000,45.6167,11.8833,,812,449,64.39333862
2450,1563,2.375,14/06/30 8:00,14/07/02 17:00,45.64810000,11.71390000,48.2451,-1.6006,,1049,514,67.11452335
350,414,0.8125,14/07/03 16:30,14/07/04 12:00,47.38140000,-1.54970000,44.85,-1.1667,,283,131,68.35748792
800,885,3,14/07/04 8:00,14/07/07 8:00,46.41720000,-0.88580000,43.3167,5.9333,,638,247,72.09039548
1100,451,0.875,14/07/08 19:00,14/07/09 16:00,45.56240000,8.80940000,45.6824,4.5713,,329,122,72.94900222
650,464,0.666666667,14/07/09 8:00,14/07/10 0:00,46.29910000,3.44800000,45.0969,-0.7214,,350,114,75.43103448
1050,937,4,14/07/11 8:00,14/07/15 8:00,44.59670000,0.80440000,48.1594,8.4989,,710,227,75.773746
850,561,0.833333333,14/07/14 16:00,14/07/15 12:00,47.86670000,8.23330000,48.9448,2.487,,440,121,78.43137255
1150,937,1.958333333,14/07/15 8:00,14/07/17 7:00,49.55720000,2.71840000,43.3677,6.0427,,733,204,78.22838847
1000,549,0.666666667,14/07/17 16:00,14/07/18 8:00,45.14220000,7.93770000,44.2873,4.8838,,259,290,47.17668488
560,582,0.875,14/07/21 15:00,14/07/22 12:00,43.87660000,4.43020000,48.0589,4.1331,,465,117,79.89690722
550,653,0.666666667,14/07/22 16:00,14/07/23 8:00,48.67820000,4.77070000,52.391,8.576,,492,161,75.34456355
1350,1468,2.0625,14/08/04 10:00,14/08/06 11:30,52.90970000,16.38560000,45.893,5.131,,1125,343,76.63487738
600,509,0.666666667,14/08/06 8:00,14/08/07 0:00,46.45920000,5.65730000,44.0333,4.35,,288,221,56.58153242
2250,805,3.104166667,14/08/08 10:00,14/08/11 12:30,45.72980000,9.03810000,48.7741,2.5829,,592,213,73.54037267
800,645,1.395833333,14/08/12 8:30,14/08/13 18:00,48.48840000,4.01950000,44.0333,4.35,,496,149,76.89922481
800,764,3.958333333,14/08/14 9:00,14/08/18 8:00,44.03330000,4.35000000,47.6248,8.6903,,521,243,68.19371728
1040,998,1.791666667,14/08/19 10:00,14/08/21 5:00,47.60160000,9.63420000,47.6706,-0.4915,,758,240,75.95190381
510,604,0.791666667,14/08/21 12:00,14/08/22 7:00,47.26670000,-0.88330000,45.75,4.8,,466,138,77.15231788
900,725,3.083333333,14/08/22 8:00,14/08/25 10:00,46.05190000,5.05780000,43.9045,-1.1095,,540,185,74.48275862
600,772,1.083333333,14/08/26 12:00,14/08/27 14:00,43.63330000,-0.65000000,46.9833,4.85,,568,204,73.57512953
530,549,0.958333333,14/08/28 18:00,14/08/29 17:00,48.40090000,5.94840000,51.3277,9.541,,414,135,75.40983607
360,360,0.958333333,14/09/01 13:00,14/09/02 12:00,51.95000000,9.38330000,52.1801,13.1013,,255,105,70.83333333
150,358,0.833333333,14/09/02 12:00,14/09/03 8:00,52.31670000,12.45000000,52.2833,17.0167,,310,48,86.59217877
1900,1418,4.583333333,14/09/10 18:00,14/09/15 8:00,53.75000000,14.56670000,45.8961,4.9389,,1111,307,78.34978843
800,471,0.875,14/09/15 11:00,14/09/16 8:00,45.83050000,5.10920000,44.168,1.3384,,349,122,74.09766454
400,441,1.083333333,14/09/16 6:00,14/09/17 8:00,43.31670000,0.73330000,43.5873,4.8261,,331,110,75.05668934
240,414,1.020833333,14/09/17 13:00,14/09/18 13:30,43.58330000,5.16670000,46.0687,5.9365,,282,132,68.11594203
1250,1005,1,14/09/22 8:00,14/09/23 8:00,47.72670000,5.10650000,43.9252,12.412,,705,300,70.14925373
2290,1590,4.125,14/09/25 7:00,14/09/29 10:00,46.37100000,12.70730000,49.3191,-1.1061,,1079,511,67.86163522
420,411,1.125,14/09/29 8:00,14/09/30 11:00,48.40090000,5.94840000,49.3875,9.6422,,291,120,70.80291971
730,538,0.916666667,14/09/30 18:00,14/10/01 16:00,49.36780000,10.33120000,52.4667,11.8631,,360,178,66.91449814
780,631,0.666666667,14/03/03 8:00,14/03/04 0:00,47.48750000,5.06340000,47.3167,-1.4167,,487,144,77.17908082
500,629,0.520833333,14/03/06 11:30,14/03/07 0:00,48.35080000,-1.68710000,50.338,4.8254,,520,109,82.6709062
550,655,1.25,14/03/10 1:00,14/03/11 7:00,50.27000000,5.97810000,48.8,12.3167,,485,170,74.04580153
690,898,1.25,14/03/20 8:00,14/03/21 14:00,52.16670000,19.28330000,49.7653,9.7042,,721,177,80.28953229
250,122,0.125,14/03/22 6:00,14/03/22 9:00,49.98590000,9.89590000,50.0666,8.555,,96,26,78.68852459
580,563,1,14/03/24 8:00,14/03/25 8:00,51.11160000,8.00800000,48.925,13.4,,455,108,80.81705151
870,1102,3.833333333,14/03/27 16:00,14/03/31 12:00,51.43330000,14.88330000,45.704,9.3311,,756,346,68.60254083
900,421,0.791666667,14/03/31 16:00,14/04/01 11:00,45.97370000,9.06230000,45.555,5.4993,,280,141,66.50831354
420,491,0.75,14/04/01 14:00,14/04/02 8:00,45.94580000,4.97090000,49.1333,2.3,,407,84,82.89205703
380,630,1.083333333,14/04/03 6:00,14/04/04 8:00,49.23520000,1.57830000,50.029,8.834,,529,101,83.96825397
1500,1606,2.208333333,14/04/14 11:00,14/04/16 16:00,52.10000000,21.63330000,47.4875,5.0634,,1291,315,80.3860523
650,530,1,14/04/23 8:00,14/04/24 8:00,47.48750000,5.06340000,45.75,0.05,,428,102,80.75471698
820,824,3.916666667,14/04/24 8:00,14/04/28 6:00,47.26670000,-0.88330000,43.8583,3.97,,534,290,64.80582524
680,821,1,14/04/29 8:00,14/04/30 8:00,43.60180000,3.69660000,49.4716,2.4707,,659,162,80.2679659
420,580,3,14/05/02 8:00,14/05/05 8:00,49.68790000,0.99630000,51.3646,6.7519,,447,133,77.06896552
600,563,0.708333333,14/05/05 15:00,14/05/06 8:00,51.01520000,7.17200000,52.8,12.8833,,439,124,77.97513321
385,508,1.916666667,14/05/06 16:00,14/05/08 14:00,52.83720000,13.20500000,52.6333,19.4833,,423,85,83.26771654
630,599,1,14/03/03 8:00,14/03/04 8:00,50.21960000,8.23210000,46.5,4.8333,,483,116,80.63439065
400,488,3,14/03/07 8:00,14/03/10 8:00,46.26690000,5.54740000,49.1,2.45,,391,97,80.12295082
225,359,1,14/03/10 8:00,14/03/11 8:00,49.18800000,1.81180000,51.2333,4.1167,,280,79,77.99442897
425,519,0.75,14/03/11 14:00,14/03/12 8:00,51.41670000,4.33330000,53.6866,9.147,,411,108,79.19075145
450,438,0.666666667,14/03/12 8:00,14/03/13 0:00,53.28540000,8.74630000,52.2167,11.55,,222,216,50.68493151
250,492,0.708333333,14/03/13 20:00,14/03/14 13:00,51.78330000,14.61670000,53.9333,18.9167,,374,118,76.01626016
800,630,3.833333333,14/03/21 19:00,14/03/25 15:00,52.83330000,10.90000000,48.9241,11.1785,,435,195,69.04761905
420,565,1,14/03/24 8:00,14/03/25 8:00,48.76680000,11.25820000,45.9371,9.7372,,334,231,59.11504425
1450,845,2,14/03/25 16:00,14/03/27 16:00,45.65000000,11.00000000,47.3,2.4833,,677,168,80.1183432
700,656,2.916666667,14/03/28 8:00,14/03/31 6:00,46.18140000,3.08770000,43.9541,7.2198,,408,248,62.19512195
1030,866,1.791666667,14/03/31 17:00,14/04/02 12:00,44.61670000,8.85000000,49.1623,10.1545,,515,351,59.46882217
680,700,2,14/04/02 8:00,14/04/04 8:00,48.47780000,10.07860000,45.7252,12.1571,,344,356,49.14285714
1000,625,3,14/04/04 8:00,14/04/07 8:00,45.40130000,10.58050000,49.6,11.95,,478,147,76.48
330,399,0.75,14/04/07 14:00,14/04/08 8:00,49.01670000,11.50000000,46.9539,12.4842,,240,159,60.15037594
1850,1121,1.75,14/04/08 17:00,14/04/10 11:00,45.64820000,11.90920000,49.1869,2.4489,,812,309,72.4353256
860,785,1,14/04/10 8:00,14/04/11 8:00,49.45900000,2.43780000,43.9317,5.1795,,649,136,82.67515924
300,577,2.791666667,14/04/11 16:00,14/04/14 11:00,43.67810000,5.17040000,45.9655,8.8292,,384,193,66.55112652
1300,820,0.958333333,14/04/14 17:00,14/04/15 16:00,45.53000000,11.08380000,49.7481,8.6559,,502,318,61.2195122
750,644,0.791666667,14/04/16 20:00,14/04/17 15:00,50.17690000,9.06420000,52.5019,13.2607,,389,255,60.40372671
1175,1077,1.875,14/04/22 15:00,14/04/24 12:00,52.61890000,12.52280000,46.6338,5.7264,,825,252,76.60167131
600,410,0.635416667,14/04/24 16:45,14/04/25 8:00,48.40090000,5.94840000,49.3875,9.6422,,291,119,70.97560976
460,425,2.979166667,14/04/25 18:00,14/04/28 17:30,49.86530000,9.21860000,51.7275,12.1014,,289,136,68
800,812,2.875,14/05/09 17:00,14/05/12 14:00,54.09220000,10.75830000,49.2333,13,,561,251,69.08866995
650,489,0.875,14/05/12 13:00,14/05/13 10:00,49.21430000,12.14270000,47.7723,7.7842,,358,131,73.21063395
700,853,0.916666667,14/05/13 16:00,14/05/14 14:00,48.16670000,8.01670000,43.9339,11.0214,,524,329,61.43024619
1750,1296,3.666666667,14/05/15 16:00,14/05/19 8:00,43.12590000,10.52540000,47.2667,-0.8833,,1004,292,77.4691358
1050,967,1.916666667,14/05/21 8:00,14/05/23 6:00,48.77410000,2.58290000,43.9894,7.184,,638,329,65.97724922
1650,851,3,14/05/23 17:00,14/05/26 17:00,44.97110000,7.68410000,46.9255,-0.588,,675,176,79.31844888
550,580,1,14/05/26 8:00,14/05/27 8:00,46.02880000,-0.87500000,44.7167,3.5,,371,209,63.96551724
700,627,5.125,14/05/28 8:00,14/06/02 11:00,45.72460000,4.21660000,47.2259,8.6228,,376,251,59.96810207
910,803,0.791666667,14/06/02 17:00,14/06/03 12:00,47.95830000,8.84130000,53.7286,8.5907,,641,162,79.8256538
950,522,0.625,14/06/03 22:00,14/06/04 13:00,52.92660000,8.28480000,49.8773,10.9342,,385,137,73.75478927
580,681,1,14/06/05 8:00,14/06/06 8:00,49.10900000,11.87590000,45.9264,9.2822,,403,278,59.17767988
650,693,0.666666667,14/06/10 8:00,14/06/11 0:00,45.90250000,4.87150000,43.9894,7.184,,279,414,40.25974026
1400,747,1.645833333,14/06/11 16:00,14/06/13 7:30,44.04520000,10.61750000,47.0361,4.8445,,558,189,74.69879518
700,601,2.791666667,14/06/13 15:00,14/06/16 10:00,46.50000000,4.83330000,49.6938,0.1077,,499,102,83.02828619
1100,929,2,14/06/16 8:00,14/06/18 8:00,49.61990000,0.23290000,43.8408,3.9658,,702,227,75.56512379
600,768,2,14/06/18 8:00,14/06/20 8:00,43.52560000,2.52540000,44.2387,10.1442,,615,153,80.078125
500,518,0.625,14/06/23 16:30,14/06/24 7:30,47.28340000,2.51770000,43.8816,1.3189,,389,129,75.0965251
740,878,1.166666667,14/06/24 8:00,14/06/25 12:00,44.35000000,1.76670000,48.5238,7.4255,,634,244,72.2095672
460,534,0.645833333,14/06/26 16:30,14/06/27 8:00,48.40090000,5.94840000,48.3667,10.8,,358,176,67.0411985
460,517,2.503472222,14/06/27 23:55,14/06/30 12:00,48.61710000,9.96350000,52.1074,8.3767,,404,113,78.14313346
700,612,0.541666667,14/06/30 19:00,14/07/01 8:00,51.31020000,6.96040000,51.3833,13.8333,,477,135,77.94117647
350,690,0.6875,14/07/01 21:00,14/07/02 13:30,51.77130000,14.36990000,54.7,18.55,,428,262,62.02898551
1180,888,2.166666667,14/07/08 8:00,14/07/10 12:00,51.60340000,6.77030000,45.0737,4.881,,739,149,83.22072072
550,515,0.625,14/07/10 16:00,14/07/11 7:00,45.72630000,4.26020000,43.9894,7.184,,300,215,58.25242718
1650,1093,1.833333333,14/07/14 15:00,14/07/16 11:00,45.09720000,8.86550000,44.9434,-0.679,,749,344,68.52698994
835,1119,1,14/07/17 8:00,14/07/18 8:00,44.41300000,-0.92060000,49.2083,8.3979,,886,233,79.17783735
660,791,1,14/07/21 17:00,14/07/22 17:00,49.40930000,8.35900000,46.0562,12.5377,,486,305,61.44121365
1350,1012,2,14/07/22 8:00,14/07/24 8:00,45.62200000,11.09320000,50.5667,11.9333,,553,459,54.64426877
800,819,4.083333333,14/07/24 8:00,14/07/28 10:00,50.52140000,11.13100000,45.5475,12.0022,,556,263,67.88766789
1250,719,1,14/07/28 12:00,14/07/29 12:00,45.91350000,11.35840000,50.252,12.1801,,486,233,67.59388039
700,847,1,14/07/29 8:00,14/07/30 8:00,50.49530000,11.91030000,53.9833,20.4833,,700,147,82.6446281
330,355,0.375,14/03/03 18:00,14/03/04 3:00,49.09440000,2.40930000,51.0466,4.3528,,257,98,72.3943662
530,619,0.75,14/03/04 14:00,14/03/05 8:00,51.20200000,5.68360000,50.1474,11.5993,,432,187,69.78998384
230,288,0.875,14/03/06 11:00,14/03/07 8:00,50.58330000,11.71670000,52.8092,12.3442,,251,37,87.15277778
950,1186,3.916666667,14/03/13 14:00,14/03/17 12:00,53.73330000,18.06670000,48,8.9333,,902,284,76.0539629
470,474,0.958333333,14/03/17 12:00,14/03/18 11:00,47.91940000,9.39520000,50.9369,8.2873,,344,130,72.57383966
850,1058,1.666666667,14/03/18 20:00,14/03/20 12:00,50.52690000,7.23210000,45.4975,10.4786,,609,449,57.56143667
1600,1143,2.875,14/03/21 12:00,14/03/24 9:00,45.59020000,10.48830000,50.4643,3.9627,,726,417,63.51706037
1150,1027,0.791666667,14/03/25 5:00,14/03/26 0:00,51.08330000,3.33330000,43.7283,5.4497,,833,194,81.11002921
570,562,0.875,14/03/27 14:00,14/03/28 11:00,43.66000000,5.24860000,44.0902,-0.4971,,462,100,82.20640569
1400,1292,4,14/03/28 8:00,14/04/01 8:00,43.49810000,-1.86540000,48.9667,9.1833,,1043,249,80.72755418
470,318,0.958333333,14/04/02 8:00,14/04/03 7:00,49.68830000,8.46470000,48.8886,5.3254,,244,74,76.72955975
350,402,0.604166667,14/04/03 17:30,14/04/04 8:00,48.40090000,5.94840000,49.4277,9.6922,,296,106,73.6318408
625,683,2.833333333,14/04/04 18:00,14/04/07 14:00,49.01670000,9.11670000,48.151,16.2271,,531,152,77.74524158
370,508,1,14/04/08 8:00,14/04/09 8:00,47.77810000,15.49450000,45.6,11.95,,362,146,71.25984252
1180,655,0.875,14/04/10 15:00,14/04/11 12:00,45.35200000,11.11900000,45.6144,4.7316,,498,157,76.03053435
400,302,1,14/04/14 8:00,14/04/15 8:00,48.40090000,5.94840000,49.1167,8.25,,186,116,61.58940397
500,511,0.625,14/04/16 20:00,14/04/17 11:00,48.53720000,7.87040000,50.5167,12.2667,,386,125,75.53816047
1350,748,2,14/05/07 8:00,14/05/09 8:00,51.41670000,4.25000000,46.4399,6.8892,,585,163,78.20855615
850,327,0.958333333,14/05/12 17:00,14/05/13 16:00,45.11940000,8.50880000,45.4948,5.6332,,228,99,69.72477064
720,543,0.416666667,14/05/14 14:00,14/05/15 0:00,46.15230000,5.61160000,43.8272,7.0964,,283,260,52.11786372
1450,873,2.666666667,14/05/16 19:00,14/05/19 11:00,45.35170000,7.65780000,44.9434,-0.679,,655,218,75.02863688
720,809,2,14/05/20 8:00,14/05/22 8:00,46.36670000,-1.15000000,47.8167,7.25,,655,154,80.96415328
350,406,2.972222222,14/05/23 7:40,14/05/26 7:00,48.40090000,5.94840000,48.8442,9.4304,,260,146,64.03940887
400,444,1,14/05/26 8:00,14/05/27 8:00,49.40930000,8.35900000,51.4,11.7667,,327,117,73.64864865
600,766,1.333333333,14/05/27 8:00,14/05/28 16:00,50.26670000,12.36670000,54.2333,18.6667,,614,152,80.15665796
750,838,1.0625,14/06/17 14:30,14/06/18 16:00,53.65000000,19.10000000,48.4266,14.2346,,672,166,80.19093079
900,868,2.666666667,14/06/18 16:00,14/06/21 8:00,48.47340000,14.58470000,45.1219,7.8481,,633,235,72.92626728
1350,860,1.083333333,14/06/23 12:00,14/06/24 14:00,45.12670000,7.97270000,46.9255,-0.588,,690,170,80.23255814
800,894,1,14/06/25 8:00,14/06/26 8:00,46.41720000,-0.88580000,43.3228,6.0075,,642,252,71.81208054
1400,1035,3.583333333,14/06/27 16:00,14/07/01 6:00,44.53570000,8.34370000,49.7453,0.9552,,804,231,77.68115942
212,339,1,14/07/01 8:00,14/07/02 8:00,49.17250000,1.77970000,50.9833,4.2333,,266,73,78.4660767
